Word,LFS,PLFS,RLP,HLT,WSA,OS,ODS,ExpectedGuesses
FRATS,0.442,0.364,0.0,0.21,0.207,1.0,0.378,3.823
TALPA,0.439,0.475,1.0,0.425,0.474,1.0,0.616,4.656
TOOTH,0.585,0.45,1.0,0.085,0.491,0.18,0.477,4.17
BOSIE,0.371,0.447,0.0,0.445,0.254,1.0,0.415,3.952
BECAP,0.542,0.561,0.0,0.343,0.309,1.0,0.467,4.134
OASTS,0.221,0.386,1.0,0.294,0.329,1.0,0.507,4.274
NINER,0.462,0.428,1.0,0.017,0.396,0.696,0.496,4.236
AWMRY,0.654,0.664,0.0,0.989,0.332,1.0,0.611,4.639
HARTS,0.416,0.257,0.0,0.151,0.27,0.697,0.31,3.585
SIEGE,0.295,0.417,1.0,0.422,0.324,0.397,0.458,4.103
SLOJD,0.6,0.537,0.0,0.994,0.715,1.0,0.637,4.73
COLBY,0.731,0.469,0.0,0.714,0.408,0.565,0.506,4.271
FRITT,0.655,0.557,1.0,0.301,0.145,1.0,0.614,4.649
GEMMY,0.695,0.589,1.0,0.748,0.736,0.885,0.767,5.184
CARTS,0.408,0.204,0.0,0.165,0.213,0.281,0.231,3.308
ABURN,0.576,0.686,0.0,0.641,0.273,1.0,0.534,4.369
AGAMY,0.548,0.583,1.0,0.759,0.307,1.0,0.684,4.894
LEERY,0.385,0.507,1.0,0.145,0.331,0.693,0.498,4.243
BLACK,0.688,0.572,0.0,0.488,0.341,0.004,0.383,3.84
STIME,0.402,0.495,0.0,0.089,0.167,0.837,0.339,3.686
LYTHE,0.602,0.693,0.0,0.225,0.211,1.0,0.47,4.145
FUMED,0.688,0.496,0.0,0.516,0.69,0.699,0.532,4.362
POKEY,0.604,0.366,0.0,0.788,0.816,0.682,0.549,4.422
CHEWS,0.575,0.482,0.0,0.381,0.377,0.63,0.424,3.984
FAILS,0.45,0.283,0.0,0.607,0.503,0.083,0.334,3.669
FOGIE,0.574,0.517,0.0,0.61,0.363,1.0,0.517,4.31
MINAR,0.508,0.466,0.0,0.588,0.314,0.7,0.437,4.03
SABZI,0.54,0.515,0.0,0.99,0.474,1.0,0.582,4.537
JOCKO,0.755,0.657,1.0,0.928,0.422,0.818,0.763,5.171
CHIBA,0.66,0.605,0.0,0.61,0.286,0.648,0.487,4.204
AVINE,0.471,0.571,0.0,0.187,0.11,1.0,0.398,3.893
MADLY,0.631,0.479,0.0,0.677,0.632,0.653,0.524,4.334
SERIN,0.333,0.353,0.0,0.003,0.123,1.0,0.305,3.568
ERASE,0.107,0.558,1.0,0.027,0.184,0.324,0.341,3.694
DULSE,0.438,0.542,0.0,0.567,0.22,1.0,0.459,4.107
GUSTO,0.545,0.621,0.0,0.273,0.408,0.657,0.43,4.005
LIBER,0.506,0.516,0.0,0.291,0.359,0.668,0.402,3.907
COPSY,0.592,0.525,0.0,0.764,0.406,1.0,0.552,4.432
HEMAL,0.486,0.584,0.0,0.053,0.37,1.0,0.423,3.98
GLADY,0.649,0.546,0.0,0.832,0.333,1.0,0.569,4.492
TOPES,0.374,0.252,0.0,0.129,0.435,1.0,0.366,3.781
PHUTU,0.781,0.623,1.0,0.834,0.417,1.0,0.776,5.216
EMBOW,0.644,0.82,0.0,0.656,0.833,1.0,0.657,4.8
DEATH,0.478,0.471,0.0,0.009,0.08,0.012,0.205,3.218
PAREV,0.494,0.267,0.0,0.144,0.316,1.0,0.383,3.84
NOSEY,0.383,0.404,0.0,0.443,0.719,0.697,0.435,4.022
GIVER,0.606,0.524,0.0,0.28,0.442,0.637,0.434,4.019
FLOAT,0.544,0.562,0.0,0.627,0.324,0.114,0.38,3.83
SONNY,0.516,0.317,1.0,0.523,0.738,0.499,0.591,4.568
DICEY,0.606,0.454,0.0,0.37,0.246,0.693,0.416,3.956
BYRES,0.454,0.26,0.0,0.424,0.371,1.0,0.422,3.977
PULLY,0.736,0.482,1.0,0.652,0.782,1.0,0.771,5.198
SLASH,0.326,0.476,1.0,0.504,0.353,0.341,0.483,4.19
CORKY,0.703,0.391,0.0,0.728,0.354,0.677,0.498,4.243
GARAM,0.47,0.406,1.0,0.268,0.5,0.7,0.549,4.422
ZUPAS,0.569,0.517,0.0,0.907,0.658,1.0,0.605,4.618
CUPID,0.756,0.596,0.0,0.801,0.368,0.599,0.544,4.404
GROSS,0.364,0.433,1.0,0.419,0.38,0.061,0.435,4.022
LILLS,0.477,0.396,1.0,0.322,0.769,1.0,0.642,4.747
LUTEA,0.412,0.475,0.0,0.289,0.106,0.724,0.342,3.697
POYAS,0.429,0.344,0.0,0.767,0.687,1.0,0.527,4.344
FICHE,0.669,0.633,0.0,0.127,0.262,0.622,0.414,3.949
RATED,0.387,0.357,0.0,0.02,0.066,0.017,0.166,3.081
SALES,0.143,0.058,1.0,0.041,0.345,0.006,0.253,3.386
TIKIS,0.528,0.444,1.0,0.579,0.321,1.0,0.634,4.719
MAJAT,0.555,0.536,1.0,0.823,0.484,1.0,0.715,5.002
BECKE,0.554,0.548,1.0,0.494,0.274,1.0,0.636,4.726
NEBEL,0.445,0.524,1.0,0.332,0.558,0.733,0.583,4.54
ERUGO,0.506,0.713,0.0,0.658,0.283,1.0,0.525,4.338
TOWNS,0.551,0.4,0.0,0.501,0.402,0.075,0.344,3.704
RISES,0.204,0.296,1.0,0.024,0.341,0.242,0.336,3.676
CAPER,0.446,0.388,0.0,0.209,0.26,0.659,0.339,3.686
FEYED,0.536,0.508,1.0,0.695,0.643,1.0,0.711,4.988
WELDS,0.498,0.424,0.0,0.567,0.556,0.672,0.457,4.1
PEARS,0.276,0.262,0.0,0.135,0.207,0.594,0.249,3.372
NONAN,0.486,0.468,1.0,0.501,0.712,1.0,0.674,4.859
UNPLY,0.746,0.744,0.0,0.766,0.684,1.0,0.666,4.831
PATTY,0.6,0.405,1.0,0.343,0.499,0.427,0.551,4.428
NUBBY,0.831,0.693,1.0,0.963,0.812,1.0,0.878,5.573
BEVVY,0.804,0.616,1.0,0.996,0.736,1.0,0.853,5.486
MAGMA,0.548,0.548,1.0,0.699,0.901,0.606,0.7,4.95
DOOZY,0.711,0.488,1.0,0.991,0.889,0.799,0.803,5.31
TONEY,0.504,0.281,0.0,0.143,0.359,0.681,0.346,3.711
YAWEY,0.562,0.461,1.0,0.888,0.42,1.0,0.706,4.971
ZEZES,0.471,0.423,1.0,0.965,0.699,1.0,0.731,5.058
RASTA,0.244,0.492,1.0,0.067,0.257,0.656,0.432,4.012
CLOUD,0.683,0.585,0.0,0.587,0.274,0.088,0.401,3.904
KIANG,0.626,0.552,0.0,0.279,0.285,0.832,0.449,4.072
SIMUL,0.552,0.533,0.0,0.652,0.612,0.694,0.512,4.292
KUGEL,0.654,0.559,0.0,0.891,0.645,0.717,0.585,4.547
KIACK,0.671,0.579,1.0,0.644,0.157,1.0,0.675,4.863
JONGS,0.639,0.392,0.0,0.544,0.904,1.0,0.586,4.551
KADES,0.365,0.281,0.0,0.414,0.199,1.0,0.375,3.812
SWORN,0.517,0.532,0.0,0.621,0.311,0.429,0.413,3.946
PUNKS,0.649,0.354,0.0,0.873,0.816,0.649,0.566,4.481
PIETS,0.402,0.318,0.0,0.438,0.308,1.0,0.41,3.935
KEHUA,0.537,0.709,0.0,0.917,0.243,1.0,0.565,4.478
TOPHE,0.552,0.55,0.0,0.266,0.266,1.0,0.45,4.075
SISTS,0.242,0.31,1.0,0.08,0.387,0.864,0.457,4.1
FLINT,0.694,0.587,0.0,0.189,0.231,0.31,0.371,3.798
WYNDS,0.678,0.519,0.0,0.925,0.789,1.0,0.654,4.789
PURRY,0.674,0.431,1.0,0.722,0.371,1.0,0.697,4.94
GOURD,0.665,0.524,0.0,0.441,0.342,0.658,0.461,4.114
SHAFT,0.533,0.498,0.0,0.649,0.33,0.155,0.378,3.823
KUSSO,0.427,0.687,1.0,0.776,0.738,1.0,0.737,5.079
OXIME,0.586,0.667,0.0,0.918,0.359,1.0,0.588,4.558
NIXIE,0.579,0.64,1.0,0.933,0.339,0.861,0.711,4.988
STORM,0.466,0.545,0.0,0.071,0.233,0.045,0.251,3.378
UNBED,0.631,0.649,0.0,0.573,0.61,1.0,0.583,4.54
MIKVA,0.697,0.664,0.0,0.986,0.703,1.0,0.677,4.87
SKEET,0.321,0.41,1.0,0.658,0.37,0.674,0.547,4.414
DEBUG,0.686,0.67,0.0,0.713,0.648,0.104,0.492,4.222
ROLES,0.295,0.183,0.0,0.08,0.321,0.076,0.173,3.106
BRUSH,0.619,0.628,0.0,0.705,0.277,0.1,0.411,3.938
OOYAH,0.514,0.618,1.0,0.949,0.787,1.0,0.782,5.237
STILB,0.545,0.538,0.0,0.338,0.354,1.0,0.471,4.148
WARDS,0.478,0.307,0.0,0.48,0.276,0.525,0.358,3.753
KUSTI,0.576,0.658,0.0,0.562,0.325,1.0,0.526,4.341
JIBBS,0.722,0.575,1.0,0.994,0.885,1.0,0.849,5.472
LUBES,0.468,0.367,0.0,0.538,0.642,0.656,0.447,4.064
ALIGN,0.558,0.6,0.0,0.487,0.451,0.183,0.398,3.893
BORTY,0.65,0.35,0.0,0.344,0.259,1.0,0.455,4.093
BURQA,0.688,0.539,0.0,0.994,0.349,0.86,0.583,4.54
JITIS,0.575,0.464,1.0,0.56,0.35,1.0,0.65,4.775
BEAMS,0.373,0.306,0.0,0.45,0.265,0.33,0.296,3.536
NADAS,0.318,0.372,1.0,0.806,0.562,1.0,0.64,4.74
FESSE,0.218,0.568,1.0,0.163,0.286,1.0,0.507,4.274
DESIS,0.27,0.401,1.0,0.039,0.516,1.0,0.511,4.288
RANGI,0.527,0.486,0.0,0.13,0.249,0.851,0.389,3.862
WADER,0.473,0.446,0.0,0.174,0.138,0.692,0.336,3.676
GLYPH,0.832,0.768,0.0,0.92,0.827,0.644,0.682,4.887
YARDS,0.435,0.335,0.0,0.609,0.276,0.068,0.302,3.557
LOOSE,0.278,0.456,1.0,0.346,0.35,0.08,0.404,3.914
GOOLS,0.466,0.307,1.0,0.662,0.89,1.0,0.695,4.932
SCHAV,0.597,0.659,0.0,0.44,0.362,1.0,0.518,4.313
DULIA,0.547,0.545,0.0,0.552,0.563,1.0,0.536,4.376
SABIN,0.44,0.433,0.0,0.349,0.379,0.671,0.385,3.848
WRUNG,0.777,0.684,0.0,0.77,0.316,0.698,0.564,4.474
ALDOL,0.491,0.68,1.0,0.423,0.566,1.0,0.673,4.856
KHUDS,0.689,0.55,0.0,0.97,0.871,1.0,0.681,4.884
THOLI,0.61,0.601,0.0,0.093,0.325,1.0,0.455,4.093
BIPOD,0.693,0.593,0.0,0.757,0.832,0.853,0.628,4.698
ZAIDY,0.675,0.501,0.0,0.93,0.606,1.0,0.624,4.684
JUBES,0.583,0.415,0.0,0.643,0.708,1.0,0.561,4.464
SLURS,0.376,0.369,1.0,0.667,0.209,0.687,0.534,4.369
TWEEL,0.461,0.511,1.0,0.534,0.37,1.0,0.628,4.698
ZOEAS,0.324,0.356,0.0,0.835,0.244,1.0,0.446,4.061
ADOBO,0.508,0.68,1.0,0.685,0.679,0.806,0.704,4.964
CIGGY,0.822,0.593,1.0,0.946,0.471,1.0,0.807,5.324
MOTTY,0.665,0.446,1.0,0.5,0.521,1.0,0.686,4.901
MANET,0.439,0.286,0.0,0.049,0.243,0.675,0.298,3.543
MIGMA,0.64,0.629,1.0,0.786,0.703,1.0,0.778,5.223
NOILY,0.604,0.454,0.0,0.61,0.582,1.0,0.548,4.418
CURVE,0.642,0.49,0.0,0.597,0.162,0.09,0.361,3.764
KOKER,0.55,0.487,1.0,0.76,0.511,1.0,0.701,4.954
POTIN,0.606,0.466,0.0,0.052,0.29,1.0,0.423,3.98
YADDA,0.508,0.623,1.0,0.762,0.719,0.677,0.694,4.929
NIGUA,0.587,0.683,0.0,0.777,0.593,1.0,0.605,4.618
BORTS,0.485,0.22,0.0,0.255,0.249,1.0,0.38,3.83
LAWKS,0.542,0.435,0.0,0.981,0.75,1.0,0.61,4.635
CRIMS,0.543,0.402,0.0,0.664,0.263,1.0,0.485,4.198
ZITIS,0.57,0.476,1.0,0.401,0.35,1.0,0.627,4.694
CLOVE,0.596,0.57,0.0,0.53,0.243,0.637,0.446,4.061
DIKED,0.611,0.504,1.0,0.628,0.629,1.0,0.717,5.01
WAXED,0.621,0.486,0.0,0.913,0.263,0.65,0.502,4.257
ROTON,0.501,0.524,1.0,0.04,0.211,1.0,0.542,4.397
NAATS,0.286,0.262,1.0,0.91,0.309,1.0,0.594,4.579
SPELD,0.454,0.527,0.0,0.498,0.565,1.0,0.502,4.257
MAIKO,0.55,0.447,0.0,0.875,0.602,0.835,0.551,4.428
EXPAT,0.544,0.753,0.0,0.613,0.282,0.43,0.448,4.068
JEWED,0.609,0.55,1.0,0.628,0.643,1.0,0.725,5.038
XEBEC,0.602,0.596,1.0,0.772,0.384,1.0,0.713,4.996
NODUS,0.523,0.457,0.0,0.551,0.771,1.0,0.548,4.418
POULE,0.519,0.426,0.0,0.267,0.332,1.0,0.434,4.019
DUING,0.734,0.561,0.0,0.358,0.653,1.0,0.569,4.492
AGLEE,0.322,0.467,1.0,0.591,0.116,1.0,0.557,4.45
FEARD,0.47,0.48,0.0,0.312,0.084,1.0,0.399,3.896
PRAGS,0.463,0.35,0.0,0.536,0.288,1.0,0.442,4.047
CRYER,0.528,0.538,1.0,0.56,0.265,0.694,0.591,4.568
TRYER,0.479,0.548,1.0,0.412,0.171,1.0,0.589,4.562
AMBAN,0.512,0.691,1.0,0.467,0.628,1.0,0.696,4.936
SITED,0.392,0.334,0.0,0.035,0.216,0.658,0.284,3.494
TOROT,0.494,0.415,1.0,0.048,0.243,1.0,0.529,4.352
STEAD,0.299,0.491,0.0,0.052,0.107,0.634,0.267,3.434
DRAKE,0.452,0.51,0.0,0.731,0.059,0.229,0.342,3.697
CHEMS,0.531,0.458,0.0,0.288,0.377,1.0,0.451,4.078
ABORT,0.492,0.625,0.0,0.342,0.099,0.545,0.365,3.778
REGAR,0.382,0.566,1.0,0.246,0.314,1.0,0.564,4.474
TAROK,0.495,0.417,0.0,0.292,0.149,1.0,0.402,3.907
CIMEX,0.686,0.476,0.0,0.533,0.33,1.0,0.522,4.327
IIWIS,0.526,0.532,1.0,0.942,0.8,1.0,0.773,5.206
WAQFS,0.681,0.525,0.0,0.998,0.82,1.0,0.672,4.852
PYROS,0.51,0.38,0.0,0.869,0.451,0.757,0.496,4.236
SELES,0.132,0.12,1.0,0.036,0.581,0.82,0.417,3.96
CYMAR,0.616,0.639,0.0,0.708,0.399,1.0,0.566,4.481
VISTA,0.467,0.635,0.0,0.101,0.234,0.071,0.273,3.456
MADID,0.6,0.495,1.0,0.35,0.627,1.0,0.671,4.848
MIXIS,0.619,0.463,1.0,0.91,0.8,1.0,0.781,5.234
GARUM,0.611,0.471,0.0,0.625,0.334,1.0,0.517,4.31
SCUPS,0.504,0.438,1.0,0.856,0.302,1.0,0.665,4.828
VOLES,0.426,0.244,0.0,0.388,0.728,0.697,0.415,3.952
SWIFT,0.654,0.559,0.0,0.769,0.338,0.171,0.439,4.036
BANIA,0.446,0.393,1.0,0.321,0.568,1.0,0.604,4.614
CAECA,0.371,0.461,1.0,0.656,0.278,1.0,0.602,4.607
BOSOM,0.512,0.535,1.0,0.421,1.0,0.635,0.667,4.834
EEVER,0.315,0.547,1.0,0.177,0.442,1.0,0.554,4.439
SKLIM,0.591,0.557,0.0,0.901,0.622,1.0,0.61,4.635
TAWED,0.507,0.409,0.0,0.508,0.118,1.0,0.432,4.012
TRODE,0.451,0.532,0.0,0.293,0.06,1.0,0.395,3.883
MAYAN,0.494,0.517,1.0,0.372,0.826,0.576,0.617,4.659
BREEM,0.449,0.448,1.0,0.327,0.359,1.0,0.582,4.537
YUCCH,0.854,0.75,1.0,0.929,0.421,1.0,0.828,5.398
THIEF,0.62,0.474,0.0,0.205,0.302,0.337,0.353,3.736
BOUNS,0.553,0.32,0.0,0.348,0.768,1.0,0.504,4.264
RECAL,0.401,0.569,0.0,0.043,0.224,1.0,0.376,3.816
MOLTO,0.568,0.459,1.0,0.407,0.364,0.659,0.575,4.512
MOIRA,0.45,0.43,0.0,0.595,0.282,0.652,0.406,3.921
CLEEK,0.489,0.466,1.0,0.703,0.292,1.0,0.641,4.744
KONBU,0.74,0.579,0.0,0.845,0.787,1.0,0.667,4.834
BAMAS,0.384,0.291,1.0,0.353,0.82,1.0,0.616,4.656
OASAL,0.225,0.539,1.0,0.318,0.604,1.0,0.575,4.512
FJELD,0.728,0.667,0.0,0.969,0.623,1.0,0.671,4.848
POSES,0.253,0.195,1.0,0.151,0.796,0.305,0.43,4.005
POTOO,0.52,0.489,1.0,0.283,0.418,1.0,0.608,4.628
ELCHI,0.584,0.795,0.0,0.518,0.237,1.0,0.528,4.348
SMART,0.402,0.484,0.0,0.338,0.221,0.027,0.261,3.414
DOVEN,0.59,0.463,0.0,0.323,0.632,1.0,0.51,4.285
GUIRO,0.61,0.558,0.0,0.729,0.306,1.0,0.541,4.394
OUBIT,0.644,0.68,0.0,0.509,0.333,1.0,0.539,4.386
MAZAK,0.615,0.543,1.0,0.957,0.901,0.812,0.786,5.251
SPAYS,0.358,0.372,1.0,0.639,0.467,1.0,0.611,4.639
RIALS,0.334,0.317,0.0,0.303,0.072,0.694,0.291,3.518
ELOGE,0.386,0.622,1.0,0.446,0.438,1.0,0.622,4.677
OXMAN,0.628,0.736,0.0,0.899,0.712,0.889,0.642,4.747
STYME,0.469,0.63,0.0,0.487,0.164,1.0,0.459,4.107
PIAIS,0.39,0.262,1.0,0.496,0.236,1.0,0.547,4.414
NULLY,0.701,0.561,1.0,0.649,0.686,1.0,0.76,5.16
KUMIS,0.62,0.479,0.0,0.857,0.785,1.0,0.623,4.68
WITTY,0.736,0.569,1.0,0.404,0.458,0.526,0.628,4.698
BROAD,0.524,0.497,0.0,0.654,0.257,0.047,0.349,3.722
RYUGI,0.704,0.716,0.0,0.951,0.301,1.0,0.621,4.674
NERTZ,0.584,0.524,0.0,0.644,0.171,1.0,0.497,4.24
POTES,0.374,0.177,0.0,0.073,0.454,1.0,0.349,3.722
YETTS,0.425,0.448,1.0,0.522,0.385,1.0,0.61,4.635
FETED,0.492,0.437,1.0,0.15,0.331,0.811,0.532,4.362
WOOER,0.455,0.372,1.0,0.624,0.511,1.0,0.64,4.74
SOLAH,0.397,0.354,0.0,0.649,0.57,1.0,0.485,4.198
UMPED,0.647,0.656,0.0,0.498,0.687,1.0,0.588,4.558
FRORY,0.637,0.55,1.0,0.282,0.413,1.0,0.646,4.761
DRAIN,0.498,0.524,0.0,0.274,0.113,0.156,0.285,3.498
WORST,0.51,0.488,0.0,0.157,0.196,0.059,0.262,3.417
BUSTS,0.475,0.406,1.0,0.296,0.45,0.636,0.537,4.38
ICKER,0.561,0.681,0.0,0.265,0.264,1.0,0.472,4.152
CAURI,0.532,0.492,0.0,0.356,0.134,1.0,0.43,4.005
FELID,0.593,0.519,0.0,0.392,0.467,1.0,0.505,4.268
WHISK,0.694,0.671,0.0,0.615,0.832,0.648,0.588,4.558
BUIST,0.573,0.524,0.0,0.414,0.241,1.0,0.47,4.145
ZIPPO,0.748,0.744,1.0,0.912,0.834,0.594,0.8,5.3
URSON,0.457,0.715,0.0,0.119,0.27,1.0,0.43,4.005
ROUMS,0.493,0.38,0.0,0.5,0.302,1.0,0.451,4.078
UNLAW,0.632,0.696,0.0,0.764,0.588,1.0,0.615,4.652
LUXED,0.672,0.561,0.0,0.966,0.607,1.0,0.638,4.733
PULMO,0.688,0.562,0.0,0.858,0.739,1.0,0.646,4.761
SPITS,0.406,0.329,1.0,0.442,0.355,0.677,0.522,4.327
QUORK,0.755,0.645,0.0,0.882,0.343,1.0,0.619,4.666
RORES,0.264,0.127,1.0,0.004,0.361,1.0,0.44,4.04
JESSE,0.248,0.619,1.0,0.328,0.286,0.148,0.419,3.966
ADYTA,0.475,0.729,1.0,0.779,0.25,1.0,0.682,4.887
FROST,0.506,0.601,0.0,0.266,0.169,0.168,0.307,3.574
BAWNS,0.549,0.365,0.0,0.849,0.716,1.0,0.577,4.52
BOXES,0.507,0.278,0.0,0.898,0.796,0.039,0.428,3.998
SHIES,0.295,0.184,1.0,0.198,0.552,1.0,0.514,4.299
FUDGY,0.876,0.644,0.0,0.975,0.865,1.0,0.742,5.097
AURIC,0.532,0.507,0.0,0.324,0.163,0.782,0.399,3.896
QADIS,0.522,0.437,0.0,0.88,0.546,1.0,0.56,4.46
DREES,0.255,0.291,1.0,0.168,0.22,0.803,0.436,4.026
WHORT,0.688,0.64,0.0,0.264,0.248,1.0,0.495,4.232
CARSE,0.282,0.36,0.0,0.096,0.172,1.0,0.315,3.602
JUVIE,0.717,0.668,0.0,0.951,0.356,1.0,0.626,4.691
RATTY,0.524,0.445,1.0,0.261,0.273,0.695,0.532,4.362
SEGNI,0.429,0.512,0.0,0.63,0.418,0.801,0.461,4.114
SHAME,0.368,0.44,0.0,0.269,0.209,0.147,0.252,3.382
ELVES,0.351,0.462,1.0,0.453,0.68,0.566,0.562,4.467
MOARS,0.352,0.242,0.0,0.405,0.153,1.0,0.358,3.753
CASER,0.282,0.36,0.0,0.038,0.208,1.0,0.311,3.588
MALTY,0.598,0.392,0.0,0.387,0.481,0.784,0.456,4.096
BOVID,0.748,0.536,0.0,0.649,0.831,1.0,0.639,4.736
SARKY,0.468,0.287,0.0,0.799,0.355,1.0,0.483,4.19
TWIXT,0.806,0.672,1.0,0.952,0.349,0.806,0.768,5.188
QUICK,0.866,0.665,0.0,0.72,0.29,0.012,0.47,4.145
UNRIP,0.649,0.658,0.0,0.763,0.287,1.0,0.568,4.488
YOICK,0.714,0.574,0.0,0.631,0.304,1.0,0.555,4.442
TONKS,0.53,0.306,0.0,0.477,0.425,0.695,0.418,3.963
NETES,0.264,0.298,1.0,0.022,0.327,1.0,0.463,4.12
LOWNE,0.544,0.55,0.0,0.572,0.409,1.0,0.516,4.306
RAKKI,0.588,0.594,1.0,0.964,0.288,1.0,0.724,5.034
TWICE,0.616,0.594,0.0,0.44,0.121,0.05,0.335,3.673
YERDS,0.424,0.396,0.0,0.525,0.271,1.0,0.435,4.022
BIGLY,0.771,0.559,0.0,0.843,0.821,1.0,0.676,4.866
YLIKE,0.587,0.622,0.0,0.877,0.364,1.0,0.576,4.516
SQUEG,0.589,0.481,0.0,0.962,0.597,1.0,0.603,4.61
MAERL,0.395,0.452,0.0,0.706,0.268,1.0,0.463,4.12
MIXED,0.669,0.505,0.0,0.918,0.629,0.039,0.481,4.184
UNOWN,0.706,0.743,1.0,0.66,0.787,1.0,0.805,5.318
DRANK,0.586,0.552,0.0,0.495,0.17,0.523,0.408,3.928
DUKKA,0.704,0.676,1.0,0.995,0.745,1.0,0.838,5.433
TONNE,0.468,0.401,1.0,0.156,0.23,0.612,0.477,4.17
KYBOS,0.629,0.605,0.0,0.957,1.0,1.0,0.692,4.922
EMMYS,0.512,0.65,1.0,0.834,0.761,0.697,0.719,5.016
HOTEL,0.507,0.424,0.0,0.127,0.429,0.003,0.274,3.459
MOKKY,0.796,0.542,1.0,0.992,0.996,1.0,0.878,5.573
WANNA,0.501,0.474,1.0,0.85,0.798,0.098,0.608,4.628
CURRY,0.68,0.45,1.0,0.692,0.246,0.248,0.565,4.478
BENGA,0.52,0.499,0.0,0.208,0.381,1.0,0.443,4.05
OGAMS,0.447,0.516,0.0,0.755,0.347,1.0,0.504,4.264
PAGNE,0.5,0.452,0.0,0.595,0.29,1.0,0.476,4.166
OWERS,0.384,0.535,0.0,0.228,0.43,1.0,0.425,3.988
SURED,0.407,0.261,0.0,0.106,0.216,0.696,0.294,3.529
HAVOC,0.667,0.624,0.0,0.756,0.393,0.532,0.513,4.296
VIRAL,0.552,0.521,0.0,0.253,0.247,0.168,0.316,3.606
SASSE,0.025,0.384,1.0,0.16,0.248,0.838,0.401,3.904
HANKS,0.523,0.328,0.0,0.543,0.745,0.584,0.461,4.114
WINOS,0.528,0.401,0.0,0.199,0.705,1.0,0.478,4.173
BLOOP,0.63,0.587,1.0,0.559,0.867,1.0,0.759,5.156
SIREE,0.2,0.204,1.0,0.175,0.169,1.0,0.432,4.012
FRAYS,0.485,0.437,0.0,0.578,0.288,1.0,0.467,4.134
FRITZ,0.762,0.592,0.0,0.793,0.166,0.433,0.488,4.208
CHIVS,0.689,0.454,0.0,0.841,0.391,1.0,0.575,4.512
SEXED,0.402,0.4,1.0,0.649,0.529,0.694,0.591,4.568
TORIC,0.571,0.427,0.0,0.03,0.062,0.638,0.316,3.606
DRUNK,0.727,0.642,0.0,0.848,0.291,0.095,0.463,4.12
EBONY,0.566,0.65,0.0,0.564,0.733,0.067,0.444,4.054
FIXIE,0.654,0.619,1.0,0.942,0.37,1.0,0.753,5.136
KVASS,0.434,0.498,1.0,0.928,0.396,1.0,0.682,4.887
ATMAS,0.321,0.488,1.0,0.304,0.245,1.0,0.536,4.376
HAGGS,0.574,0.435,1.0,0.845,0.82,1.0,0.759,5.156
ROMPS,0.509,0.403,0.0,0.569,0.415,0.86,0.464,4.124
MEEPS,0.342,0.365,1.0,0.559,0.704,1.0,0.63,4.705
COMPO,0.662,0.559,1.0,0.324,0.411,0.653,0.608,4.628
INDEX,0.634,0.678,0.0,0.079,0.536,0.004,0.353,3.736
MOSTS,0.379,0.334,1.0,0.271,0.538,1.0,0.566,4.481
THORP,0.644,0.616,0.0,0.168,0.263,0.673,0.419,3.966
CHAWK,0.772,0.613,0.0,0.951,0.389,1.0,0.636,4.726
UNCIA,0.574,0.753,0.0,0.53,0.28,1.0,0.528,4.348
ZOBUS,0.653,0.51,0.0,0.897,0.887,1.0,0.657,4.8
FARCI,0.589,0.472,0.0,0.525,0.183,1.0,0.474,4.159
SAULT,0.416,0.385,0.0,0.694,0.264,0.616,0.398,3.893
REING,0.516,0.518,0.0,0.03,0.354,1.0,0.414,3.949
PIRAI,0.477,0.426,1.0,0.54,0.334,1.0,0.614,4.649
TACES,0.316,0.226,0.0,0.088,0.212,1.0,0.308,3.578
DODGE,0.579,0.545,1.0,0.775,0.389,0.068,0.561,4.464
KIRBY,0.744,0.54,0.0,0.874,0.426,0.355,0.515,4.302
ZYGON,0.799,0.807,0.0,0.974,0.9,1.0,0.752,5.132
PIPET,0.565,0.447,1.0,0.62,0.331,0.695,0.605,4.618
EPOPT,0.538,0.706,1.0,0.664,0.434,1.0,0.705,4.967
SHERO,0.355,0.522,0.0,0.031,0.244,1.0,0.358,3.753
BOOMS,0.512,0.302,1.0,0.632,1.0,0.655,0.666,4.831
PUMIE,0.592,0.515,0.0,0.725,0.356,1.0,0.537,4.38
BERYL,0.573,0.509,0.0,0.546,0.336,0.653,0.45,4.075
RAWER,0.407,0.426,1.0,0.386,0.3,1.0,0.569,4.492
TABAC,0.51,0.527,1.0,0.452,0.351,0.681,0.579,4.526
MILOR,0.563,0.526,0.0,0.225,0.23,1.0,0.438,4.033
VENDS,0.519,0.421,0.0,0.132,0.551,1.0,0.445,4.058
SOLAS,0.219,0.174,1.0,0.256,0.57,0.687,0.458,4.103
POILU,0.622,0.44,0.0,0.714,0.659,1.0,0.577,4.52
TAHAS,0.335,0.369,1.0,0.501,0.466,1.0,0.584,4.544
ANIMA,0.427,0.62,1.0,0.206,0.564,0.652,0.563,4.47
ZIZEL,0.693,0.617,1.0,0.964,0.631,1.0,0.805,5.318
HEIGH,0.657,0.569,1.0,0.424,0.642,0.772,0.675,4.863
POLLY,0.66,0.404,1.0,0.428,0.87,0.441,0.636,4.726
REJIG,0.621,0.667,0.0,0.95,0.334,1.0,0.598,4.593
QIBLA,0.67,0.703,0.0,0.973,0.616,1.0,0.661,4.814
HORME,0.519,0.444,0.0,0.185,0.317,1.0,0.422,3.977
