Word,OS
RASED,1.0
EJIDO,1.0
LOOPY,0.683
CRITH,1.0
BOGGY,0.697
SIZER,0.689
POLIS,0.679
DOSAS,1.0
CODES,0.029
YONNY,1.0
PHAGE,0.643
DEPTH,0.031
HIJRA,0.793
HAZLE,1.0
FURRY,0.512
SPRAY,0.066
INGOT,0.686
PYOID,1.0
UMRAS,1.0
BOBAS,1.0
DIENE,0.792
KORAS,1.0
POENA,1.0
MUNIA,1.0
NATTO,1.0
LOREL,1.0
SLEET,0.678
JANNS,1.0
SOWCE,1.0
DORMY,1.0
AVIAN,0.348
HYRAX,1.0
MAILS,0.185
BEIGE,0.233
AIYEE,1.0
MILCH,0.78
RAMET,1.0
AMMOS,1.0
ELOIN,1.0
PIING,1.0
SWEER,1.0
APERY,1.0
POETE,1.0
PUTTI,1.0
ENNUI,0.695
WIFTS,1.0
RILLS,1.0
SPRAG,1.0
RAGGY,1.0
CLIPS,0.03
SMIZE,1.0
ROSET,1.0
ARTAL,1.0
SAGER,0.657
BOLES,0.682
KNOLL,0.609
PLIES,0.689
BREME,1.0
LYTED,1.0
OUCHT,1.0
AWNED,1.0
BURKS,0.68
REPUN,1.0
REATA,1.0
PALSA,1.0
MOMIE,1.0
ODALS,1.0
CAGES,0.506
ADUNC,1.0
LOGIA,1.0
STURE,1.0
SHALL,0.005
PICON,0.685
POUKE,1.0
CRASH,0.065
SHIUR,0.821
BARBE,0.699
BLINS,1.0
GARIS,1.0
UDYOG,0.789
HOUFS,1.0
OGRES,0.699
GUNNY,0.695
ADZES,1.0
BURFI,1.0
THEGN,1.0
NACRE,0.837
SENGI,1.0
POSEY,0.658
DINGO,0.666
MIAOW,1.0
SHTUP,1.0
BAGGY,0.666
DRICE,1.0
DEEDS,0.275
HEADS,0.054
ROOSA,1.0
ACOCK,1.0
BRASS,0.07
ZEERA,1.0
KANTS,1.0
ZINOS,1.0
SABIR,1.0
DIZZY,0.561
QUEAN,1.0
ATIMY,1.0
LOVED,0.051
ALTHO,0.694
ROANY,1.0
AMIGO,0.595
SNIES,1.0
ATONY,1.0
ALOUD,0.267
KOGAL,0.723
DACES,1.0
SCORP,1.0
KORUS,1.0
REMAN,0.693
SPIVS,1.0
MUTER,1.0
FEELY,0.693
TRANT,1.0
QUOAD,1.0
MAGGS,0.699
ZINGY,0.69
SPETS,1.0
COVIN,1.0
ARIAS,0.637
CLOTH,0.102
GOWAN,0.699
GYPOS,1.0
URITE,1.0
CUTCH,1.0
ERGON,0.7
STOUR,0.695
ORLON,1.0
STEIL,1.0
WACKY,0.515
DOWRY,0.682
METRE,0.425
TYPIC,1.0
SLUNG,0.684
OMULS,1.0
OJIME,1.0
CALLS,0.023
IMPEL,0.754
TRAMS,0.652
VULGO,1.0
SHOUT,0.252
ICING,0.576
WHORL,0.685
PEKID,1.0
SPRAT,0.823
CUBIT,0.696
CLAES,0.688
SCULL,0.692
SORER,1.0
PAISE,0.859
SUENT,1.0
GARBO,0.687
MOLDS,0.547
ARBAS,1.0
SKEDS,1.0
LITEM,0.682
SEPAL,1.0
VOEMA,1.0
VELLS,1.0
SWEEP,0.276
CUISH,1.0
SIETH,1.0
BATON,0.236
VARNA,0.63
ETAGE,1.0
ITHER,1.0
VUGGS,1.0
JODEL,1.0
HOVED,1.0
BELAH,1.0
BODES,0.693
GAUNT,0.675
CAIRD,0.877
YOBBY,1.0
HAWMS,1.0
KAPOW,0.885
STEPT,1.0
JINNS,1.0
AUNTY,0.685
PUDGE,0.699
SCAPE,0.673
ALIBI,0.663
BUTCH,0.583
MEALS,0.087
PEPON,1.0
PALMY,1.0
LAWSY,1.0
FABBY,1.0
AMOLE,1.0
FORME,0.653
REPPS,1.0
ARISH,1.0
BRAKE,0.107
GLAIK,1.0
FLANE,1.0
WIFEY,0.692
HYPES,1.0
GLEEK,1.0
BIRIS,1.0
NONNY,1.0
POKED,0.655
PARVE,1.0
OVATE,0.695
HAZED,1.0
ZHUZH,1.0
ETHER,0.513
KIDEL,1.0
ALECK,0.82
CASKY,1.0
PYRIC,1.0
AKSES,1.0
KIBLA,1.0
VOLAE,1.0
MEZES,1.0
TAKHT,1.0
ERICA,0.433
VEXES,1.0
RAGES,0.673
LOSES,0.254
GILTS,0.695
MURLY,1.0
MANIA,0.271
ORDIE,1.0
GRUBS,0.694
KIASU,1.0
MALAR,1.0
BHUTS,1.0
BATIK,0.642
TOUSY,1.0
SPECS,0.038
NAILY,1.0
NETTA,1.0
INNER,0.057
LAITH,1.0
FUNDI,1.0
THROW,0.063
PLUTE,1.0
CUBES,0.512
TRONE,1.0
KNOUT,1.0
SCULS,1.0
METEG,1.0
FAKIE,1.0
INSET,0.588
KORAN,0.613
PAISA,0.668
CRUOR,1.0
READD,1.0
SHAUL,0.685
FROMM,0.686
BOTEH,1.0
QUARL,1.0
FLAVA,0.683
DEOCH,1.0
JEHAD,1.0
MOLLO,1.0
BAZAS,1.0
MERIL,1.0
NAIEO,1.0
ANGLE,0.059
LAMIA,0.776
AGOOD,1.0
ICHED,1.0
CORNS,0.691
LOTOS,0.744
ANKUS,1.0
SWEIR,1.0
SNOBS,0.693
SWABS,0.677
VETCH,0.695
QUAWK,1.0
FLIRT,0.519
TRAPO,1.0
ENURN,1.0
OUTRO,0.672
DEARS,0.688
CRAZE,0.609
NOMIC,0.671
LUBED,0.796
GOUCH,1.0
MVULA,1.0
ZEBUS,1.0
CULLS,0.856
TOLTS,1.0
WARTS,0.592
PODOS,1.0
DEWAX,1.0
PEAVY,0.699
KEEMA,1.0
ASSED,0.678
EMURE,1.0
CONNE,0.899
AUNTS,0.646
DURNS,1.0
SULLS,1.0
STROY,1.0
BRUJO,1.0
ETUIS,1.0
ERROR,0.011
INCUT,1.0
TACHO,0.693
TOYER,1.0
MESTO,0.699
SATED,0.748
AIDES,0.541
HANDY,0.126
INCLE,1.0
FIEND,0.64
SICES,1.0
HYLES,1.0
FANDS,1.0
COSTA,0.042
SOWLS,1.0
USURP,0.692
SALAT,0.713
GESTE,1.0
LOMES,1.0
DOLTS,1.0
AGING,0.083
AHOLD,0.679
DARRE,1.0
AGILA,0.841
SWIGS,1.0
ARMER,1.0
BETON,0.699
SENEX,1.0
PZAZZ,1.0
AHOLE,1.0
COWER,0.72
FERAL,0.616
BIBLE,0.022
SUNNA,0.691
POWRE,1.0
FISHO,1.0
SOFTY,0.876
STYLO,0.699
SWARF,1.0
COGIE,1.0
GARDE,0.536
THIRL,1.0
AYINS,1.0
SUPER,0.015
MADRE,0.638
MARAN,0.686
YODHS,1.0
ADEPT,0.543
DALIS,1.0
CRAMS,1.0
REINK,1.0
HAITH,1.0
GEYAN,1.0
SINHS,1.0
TOOMS,1.0
LUMBI,1.0
PUKER,1.0
HALED,1.0
VEENA,0.699
TURKS,0.201
AHULL,1.0
LUTER,1.0
ARGIL,1.0
ERGOS,1.0
ASSES,0.218
PATTU,1.0
HOWFF,1.0
PACTA,1.0
SITKA,0.65
SHEEP,0.112
CREED,0.294
FAIRY,0.155
DROOB,1.0
WRIES,1.0
TOLAS,1.0
FRIZZ,0.697
MOHAR,1.0
AITUS,1.0
HISTS,1.0
JOLTY,1.0
ROLEO,1.0
DITZY,0.836
POYNT,1.0
SCRAY,1.0
MINKE,0.698
BOMBO,1.0
MACON,0.41
WAXER,1.0
GRAVE,0.144
RANDS,0.684
POULP,1.0
UNKID,1.0
TASSO,0.695
DODDY,1.0
SIMAS,1.0
CISSY,0.804
PRIMY,1.0
AWKIN,1.0
SAMEK,1.0
DUNKS,0.688
SYLIS,1.0
CUTIS,0.89
RAGER,0.879
AEDES,0.692
PLAYS,0.046
SCOBE,1.0
UNHAT,1.0
GEEPS,1.0
LEVEL,0.005
OSHAC,1.0
OPALS,0.683
TRAIL,0.042
YEAST,0.164
LINUM,1.0
THETE,1.0
GYPSY,0.454
LIANG,0.621
LAKER,0.69
PANCE,1.0
BATED,0.837
FOUAT,1.0
WOOED,0.697
HAROS,1.0
VITAL,0.071
RINKS,0.681
ROERS,1.0
ZULUS,0.875
MUMPS,0.656
NOAHS,0.699
COVEY,0.635
SAICS,1.0
SAFER,0.197
ROOST,0.647
FLIMS,0.804
MURKS,1.0
SALVE,0.666
HOOCH,0.689
TRABS,1.0
BAMBI,0.628
SWISS,0.047
FAZED,0.7
PUDSY,1.0
ODOOM,1.0
AVENS,1.0
MITAS,1.0
GIRLF,1.0
NAIFS,1.0
TIKKA,0.692
ROJAK,0.862
NIGHS,1.0
BULKS,0.895
WINES,0.112
PINKY,0.64
RUMAL,1.0
AFORE,0.69
WHATS,0.155
GORIS,1.0
PIUMA,1.0
WHIGS,0.693
INCAS,0.689
PASPY,1.0
GIRLY,0.629
PHYNX,1.0
MUNDU,1.0
BROSY,1.0
KENTS,0.818
RUNES,0.641
VRAIC,1.0
UNBAN,0.689
BALTI,0.696
JOCKS,0.604
SPARS,0.689
MOKER,1.0
LEGNO,0.775
HAUNT,0.607
IHRAM,1.0
HOOHA,1.0
TITRE,0.639
BOOAY,1.0
ROSAL,1.0
BASAL,0.519
BOYOS,1.0
RAZER,0.675
MAROR,1.0
KOKAM,1.0
LENSE,0.667
TSKED,1.0
DUETS,0.631
SALPA,1.0
DRYLY,0.713
GRATS,1.0
MURED,1.0
ACHES,0.593
ASSEZ,0.766
JOINT,0.026
TASTY,0.28
WAHEY,1.0
IRONY,0.452
ZOPPO,1.0
PLODS,1.0
GOOLY,1.0
PALKI,1.0
BUDGE,0.666
JANKY,1.0
THYMY,1.0
PINTS,0.648
CYANS,1.0
WARBS,1.0
TREYF,1.0
RESES,1.0
PHOOH,1.0
BUILT,0.016
MAWRS,1.0
LAGAR,1.0
MARID,1.0
GREBO,1.0
SPARE,0.1
PIETA,0.803
NOXAL,1.0
ABASE,1.0
KINKY,0.307
PRISS,0.815
HACEK,1.0
VICAR,0.624
MARKA,0.726
TEMSE,1.0
SERIR,1.0
BLAZE,0.408
NGAKA,1.0
HEEDS,1.0
BELAR,1.0
QOPHS,1.0
NOTED,0.034
BREWS,0.672
HAFTS,1.0
RATTI,0.863
FIRMA,0.649
CARBO,0.682
WRAWL,1.0
ADRIP,1.0
MVULI,1.0
VOICI,0.7
FETOR,1.0
RECKS,1.0
PERNE,1.0
DOWLS,1.0
MUTIC,1.0
FETTS,1.0
WETLY,1.0
EXINE,1.0
KAURU,1.0
BUBBY,0.889
STOPE,1.0
HARAM,0.696
HERRY,1.0
DACHA,1.0
SAICE,1.0
THEOW,1.0
AWING,1.0
FRUGS,1.0
SWOLN,1.0
ODIUM,0.896
PARTI,0.656
GAILY,0.697
DWELT,0.657
MONEY,0.005
LANED,1.0
MURRY,0.688
SKITS,0.672
ROWME,1.0
TATOU,1.0
FRERE,0.692
UKASE,1.0
DOLCI,0.7
RHOMB,0.745
TYNES,0.896
CORER,0.715
NERDY,0.665
PEATS,1.0
FONDU,1.0
OKOLE,1.0
CLOSE,0.009
AFOUL,0.694
SWOLE,1.0
SCENA,0.736
TALAQ,1.0
PACES,0.644
SENAS,1.0
FAIKS,1.0
PNEUS,1.0
RUBAI,1.0
JIBBA,1.0
WOULD,0.002
PATLY,1.0
FUSED,0.567
CRENA,1.0
DOLEY,1.0
MESCA,1.0
ECHES,1.0
SERAI,1.0
TINGE,0.687
SARAN,0.688
GLOUT,1.0
SOLEI,1.0
TINNY,0.694
NOTER,0.801
UPFUL,1.0
VENUE,0.07
NATCH,0.744
PANIC,0.156
CURIA,0.689
YOMPS,1.0
DIODE,0.511
BINKS,0.693
STEAR,1.0
BRING,0.017
PEKAU,1.0
PEACE,0.021
HUMPS,0.553
IXNAY,1.0
MAUNT,1.0
BALOT,1.0
COSEC,1.0
PURAO,1.0
ARMED,0.072
LIARS,0.583
HIFIS,1.0
DOCKS,0.549
WUXIA,0.868
PHOOO,1.0
RUSSE,0.69
GUTTY,1.0
URENA,1.0
AIDAS,1.0
VIALS,0.631
POSSE,0.601
CHAOS,0.115
ADMEN,1.0
PILUM,1.0
GUNKS,1.0
WOWED,0.697
INURN,1.0
TRUGO,1.0
SKULK,1.0
TUTEE,1.0
WRIER,1.0
PYXES,1.0
SONCE,1.0
TSUBO,0.699
FLOSS,0.604
ALGID,1.0
ALLEN,0.045
NOLOS,1.0
STOSS,1.0
WEAMB,1.0
ASPRO,0.818
MUCHO,0.621
SNEBS,1.0
TALCS,1.0
PEKES,1.0
WAXEN,1.0
MARLS,1.0
CLAVI,1.0
TITIN,1.0
SWING,0.079
UNCUT,0.255
ENTIA,1.0
HWYLS,1.0
VANGA,1.0
SAYNE,1.0
BASED,0.004
KNURR,1.0
RAIAH,1.0
PINGS,0.578
VEGAN,0.378
MOUND,0.443
MENTA,1.0
PLOWT,1.0
GAIDS,1.0
PIPAL,1.0
DEETS,1.0
CAAED,1.0
SAYED,0.686
HATES,0.492
DEBES,1.0
MASTS,0.667
RESUS,1.0
UNARM,1.0
CHAYS,1.0
ROWNS,1.0
BABUS,1.0
LAPSE,0.557
ALTER,0.128
BRUIN,0.663
FUROL,1.0
LOORD,1.0
SWITS,1.0
MAJOE,1.0
FAVES,0.656
ALBAS,1.0
LYSIS,0.67
SHARK,0.169
PEACH,0.254
VADES,1.0
OWLET,1.0
BRODS,1.0
LYAMS,1.0
RATER,0.676
MOVES,0.063
MYNAS,1.0
ARRIS,0.819
HIEMS,1.0
QUAGS,1.0
ROANS,1.0
REAMY,1.0
TANTI,0.849
HEADY,0.665
PIRNS,1.0
CASTS,0.537
DRESS,0.037
ENEWS,0.616
AMIDO,1.0
KININ,1.0
ADITS,1.0
PUFFA,1.0
PUCKS,0.69
SHUTS,0.608
MURAL,0.567
MERED,1.0
WHENS,1.0
GOWLS,1.0
DARER,1.0
HELIX,0.342
MIRLY,1.0
WOMYN,0.698
RAGGS,1.0
WILJA,1.0
MONIE,0.884
NERAM,1.0
NYAMS,1.0
SLAMS,0.613
DIRKE,1.0
TEHRS,1.0
SKENS,1.0
TAVAS,1.0
TABLE,0.006
HORAL,1.0
OUPAS,1.0
NAVAR,1.0
HIPPY,0.646
RAWLY,1.0
DIETS,0.238
SURGY,1.0
LYSOL,0.765
SETHS,1.0
PANNY,0.831
ARUMS,1.0
MULLS,0.687
MAZUT,1.0
DRONY,1.0
VIRGA,1.0
RATHA,1.0
LUNET,1.0
ROWET,1.0
DANCY,0.699
DEFAT,1.0
SPLAT,0.674
ROGER,0.065
NUCHA,1.0
PLOUT,1.0
MUNGS,1.0
SLOAN,0.49
USQUE,1.0
SAKIA,1.0
GUIDO,0.572
HISSY,0.75
JIGOT,1.0
TYRAN,1.0
DRAPY,1.0
TIGHT,0.056
PUSES,1.0
DROOP,0.694
PEPLA,1.0
DETER,0.512
GLEBY,1.0
PRIMO,0.615
HAVES,0.652
PINDA,1.0
RIEVE,1.0
ZABRA,1.0
LIEUS,1.0
PARKY,1.0
FANUM,1.0
YOYOS,1.0
STYTE,1.0
FAROS,1.0
HEALD,0.678
GASES,0.234
SAMAS,1.0
SCAPA,0.699
TEARY,0.696
GINGE,1.0
LOSSY,0.668
EMBED,0.582
GENAL,1.0
BURPS,0.87
FITLY,1.0
MYTHY,1.0
PURGE,0.567
BAUKS,1.0
KWINK,1.0
BAWTY,1.0
FEROX,0.858
BAZAR,0.672
ALMAH,1.0
HAINS,1.0
PEAKY,1.0
PLOPS,1.0
NORIS,0.867
BRINK,0.554
KIRNS,1.0
SORDO,1.0
BOOMY,1.0
DUFUS,1.0
NARDS,1.0
GALEA,0.764
CORPS,0.082
SPEIL,1.0
DEARY,0.698
FLYBY,0.691
KERKY,1.0
UNLID,1.0
DRUMS,0.117
UNDOS,1.0
COOLS,0.641
CONGE,1.0
DODOS,1.0
PAVIS,1.0
PATAS,0.89
PANDS,1.0
TIPIS,1.0
PUREE,0.664
STATU,0.866
ROTTE,1.0
BEADS,0.092
EVERT,0.684
TEALS,1.0
VINED,1.0
HAMBA,1.0
GOPIK,1.0
CRANS,0.7
WILED,1.0
WEEDY,0.694
PACHA,0.692
PARGE,1.0
PERDU,0.735
VAUNT,1.0
PEQUI,1.0
PICCY,1.0
LEANY,1.0
MARLY,0.696
WHIFF,0.685
NEIVE,1.0
HOMIE,0.621
RESTS,0.378
AWARE,0.039
RIADS,1.0
SOMAS,0.895
LYTTA,1.0
DORPS,1.0
IDYLL,0.698
MULSH,1.0
PENCE,0.604
VATUS,1.0
ZORIL,1.0
SEMES,1.0
ARGOT,0.893
DROUK,1.0
LINAC,0.676
CLOKE,1.0
NIMBI,1.0
ANGER,0.125
MOJOS,1.0
BOZOS,1.0
CHOOF,1.0
AVALE,1.0
VIEWY,1.0
MAZAS,1.0
CANON,0.024
ABUNE,1.0
SOUTH,0.004
SLOBS,1.0
MOLER,1.0
SHIPS,0.018
SOULS,0.185
BODED,1.0
WASPY,1.0
NOWLS,1.0
TRICE,0.673
NISSE,1.0
TEATS,0.699
CANED,0.699
BINER,0.9
TRONC,1.0
CUTTY,0.696
TRUSS,0.554
DIYAS,1.0
MERSE,1.0
WAFFS,1.0
KOALA,0.613
AGATE,0.616
EZINE,0.317
NUDES,0.252
RIGMO,1.0
EVHOE,1.0
SLICK,0.421
WADAS,1.0
OLATE,0.735
OLEIC,0.692
WOONS,1.0
TYPEY,1.0
ONCER,1.0
GUMMA,1.0
SWEET,0.031
HEAVY,0.027
PSYCH,0.561
KHYAL,1.0
CATES,0.66
BRENS,1.0
SOCLE,1.0
KATIS,1.0
FRISK,0.694
WITHY,1.0
SAUBA,1.0
HEYED,1.0
ROSTI,1.0
FEUDS,0.694
NICED,1.0
KYLES,0.81
RAWNS,1.0
GADJE,1.0
JABOT,1.0
CRISE,0.817
TACET,1.0
LINES,0.013
ESSES,0.804
GROPE,0.694
SWASH,0.683
NGATI,0.7
WISED,1.0
GARDA,0.619
LOCKS,0.153
GELID,1.0
HORST,0.629
ATTAS,1.0
SYCON,1.0
TELIA,0.686
ALGAL,0.657
FRAIS,0.69
FANGO,1.0
YETIS,1.0
MARCS,0.898
ADDIO,0.881
ANILS,1.0
BUNCE,0.695
WIRRA,1.0
GNARR,1.0
LUDES,1.0
GLARY,1.0
COXED,1.0
BEAKY,1.0
YLIDS,1.0
ADDED,0.008
PATTA,1.0
VELES,1.0
CURIE,0.644
UNCES,1.0
LEDUM,1.0
SANSA,0.688
ADUST,1.0
AUREI,1.0
SPITZ,0.674
LOGIE,0.7
UNGET,1.0
THEMA,0.599
YOWLS,1.0
COIFS,1.0
SURGE,0.184
SOFTA,1.0
GYOZA,1.0
PUTAS,0.663
BLAES,1.0
BLAWS,1.0
CELLY,1.0
BUTTE,0.399
STAMP,0.102
GRAIN,0.098
BURSA,0.672
LIGGE,1.0
SAGOS,1.0
SHEAL,1.0
ATRIP,1.0
EMEER,1.0
DEGUS,1.0
STUSH,1.0
KYNDE,1.0
CURED,0.505
PFFTT,1.0
MILLS,0.084
MINXY,1.0
TYKES,0.691
ATMOS,0.659
SUITE,0.022
RAMIS,0.7
MERKS,1.0
COYAU,1.0
TWATS,0.694
BUSSU,1.0
MOOTH,1.0
TERFS,1.0
FESTS,0.699
ENMEW,1.0
NOULD,1.0
HOOSH,1.0
NYLON,0.096
ALEFS,1.0
PIKAS,1.0
ZOONS,1.0
BUSKS,1.0
QAPIK,1.0
REMOU,1.0
CAWED,1.0
PALLY,0.73
MUNTU,1.0
TEUGH,1.0
SLIMY,0.674
BASSI,0.692
ALMES,1.0
OUTGO,1.0
BATTA,1.0
RANKS,0.138
LANKS,1.0
ROGUY,1.0
ZIPPY,0.663
FOIDS,1.0
WELKS,1.0
ROWAN,0.496
PSIAS,1.0
YOWES,1.0
ALLOW,0.015
RANTS,0.281
FAKER,0.849
DELLS,0.652
RUMBO,0.888
TITIR,1.0
COMBI,0.556
WINDS,0.079
RUBBY,1.0
DEIFY,1.0
QUENA,1.0
CRAPE,0.796
JOKEY,0.872
WOOTZ,1.0
WITES,1.0
KOSES,1.0
NIZAM,0.834
PRATT,0.4
PUKKA,0.735
FIXES,0.133
BOBBY,0.112
RUFFS,1.0
MAGOT,1.0
ARGAL,1.0
AMMAS,1.0
SCOOG,1.0
AWEEL,1.0
GILIA,1.0
PAYER,0.559
TOUNS,1.0
RUPEE,0.353
MARGE,0.618
COLLE,0.675
PATES,0.696
DOLES,0.792
RAPPE,1.0
LAKHS,0.675
CARVE,0.61
GRANA,0.828
WYTES,1.0
MACKS,0.703
NERVE,0.152
MITRY,1.0
CRIPS,0.688
BEWIG,1.0
MELIC,1.0
ANDIC,1.0
BANDS,0.048
MUGIL,1.0
QUOIN,0.826
POOLS,0.143
OMIAI,1.0
DRIPS,0.679
EARED,0.656
YIPPY,1.0
KEXES,1.0
CAROL,0.09
LORES,1.0
BISES,1.0
OBIAS,1.0
THURL,1.0
TAJES,1.0
EMMEW,1.0
CHIKO,1.0
ORBIT,0.186
JIMMY,0.077
VEXER,1.0
BEGOB,1.0
ASKOS,1.0
LIWAA,1.0
BURGS,1.0
DEMOB,1.0
IMBED,1.0
LAHAL,1.0
CHATS,0.375
LAVES,1.0
COHOS,1.0
JOWAR,1.0
NURDY,1.0
IODIC,1.0
WHOSO,0.699
BROTH,0.574
SOOPS,1.0
TRIED,0.029
CRINS,1.0
JAUNE,0.694
COARB,1.0
COCAS,1.0
MUGHO,1.0
SMOKO,1.0
SCAUP,0.743
FEART,1.0
SKETS,1.0
HEBES,1.0
DOUMS,1.0
KORAT,1.0
BRIKI,1.0
SOARS,0.662
OATHS,0.66
ABEYS,1.0
BROME,0.696
APPRO,0.673
TAROT,0.281
LYMES,1.0
QUICH,1.0
AMEND,0.128
DOERS,0.683
DUDED,1.0
HUSHY,1.0
GROGS,1.0
CLEIK,1.0
AUDIT,0.048
KUTAI,1.0
SKYRE,1.0
MILKY,0.551
PEENS,1.0
COOZE,1.0
RUSKS,1.0
MEIKO,1.0
BOOST,0.073
BOOZE,0.586
JEANS,0.084
NEEPS,1.0
KOBOS,1.0
DAZES,1.0
BAYES,0.651
SPIMS,1.0
PEGMA,1.0
MADDY,0.672
BWAZI,1.0
XYLIC,1.0
AGATY,1.0
RAWDY,1.0
SOREE,1.0
DINGE,0.882
ASSAM,0.626
STOIC,0.682
NYAFF,1.0
ROWED,0.693
LEDES,1.0
POLLS,0.048
OLIVE,0.108
STRIM,1.0
TARAS,0.695
PINER,1.0
STENO,0.689
SEEMS,0.018
NOTUM,1.0
CRIPE,1.0
STOAI,1.0
NSIMA,1.0
BUYER,0.024
GLUEY,1.0
POOHS,1.0
HOVEA,1.0
JOCKY,1.0
KINAS,1.0
FANGS,0.674
YAWED,1.0
TUNGS,1.0
EPHAS,1.0
POVOS,1.0
SCRAM,0.696
CAMOS,1.0
YMPES,1.0
SPACY,1.0
NUCIN,1.0
LOOED,1.0
AMBIT,0.684
STILE,0.673
PALAY,1.0
ROCHE,0.419
RICES,0.723
DIOTA,1.0
GATCH,1.0
VASTY,1.0
OTIUM,1.0
FLORY,0.696
CRUES,1.0
PETRI,0.598
SYCEE,1.0
NIPPY,0.799
LUDIC,1.0
SAYID,0.693
WELKE,0.699
LINKS,0.003
UPTIE,1.0
CLONE,0.108
PLOAT,1.0
TIYNS,1.0
HUMIC,0.694
ATOPY,0.835
BASAN,1.0
BONEY,0.667
DRILL,0.121
OATEN,0.69
MUCRO,1.0
SEALS,0.202
CAVIL,1.0
RIMER,1.0
ODYLS,1.0
NAKED,0.023
MAQAM,1.0
KRENG,1.0
SARDS,0.838
SIMIS,1.0
GEOID,0.7
BUTOH,1.0
ABOMA,1.0
OYERS,1.0
SHEAS,1.0
LAICH,1.0
IMINE,1.0
FICUS,0.681
DUCKY,0.661
MOBEY,1.0
EAVES,0.663
WAREZ,0.421
HIPER,0.684
LAUND,1.0
PUNIM,1.0
JOUKS,1.0
ROUTE,0.032
ROODS,1.0
WUSHU,0.691
MOKOS,1.0
OVENS,0.29
EBONS,1.0
PATHS,0.114
EIDOS,0.654
GLUTE,1.0
ABIES,0.691
TILES,0.19
UNSEW,1.0
BIDON,1.0
TEAMS,0.029
MUFFS,0.687
REAVE,1.0
VIGIL,0.586
DUTCH,0.053
JAPES,1.0
SPEAR,0.34
DULES,1.0
CANEH,1.0
LAKIN,0.691
ARNUT,1.0
FADOS,1.0
TONUS,1.0
FLIED,0.62
SERGE,0.575
RIVES,0.69
SCORN,0.645
ORBAT,1.0
ALINE,0.682
GENRE,0.045
HIANT,1.0
QUORL,1.0
CREAM,0.039
PEBAS,1.0
COALA,1.0
PRODD,1.0
LAMPS,0.091
WROTH,0.734
SHILL,0.693
PENAL,0.556
SPINE,0.186
CITEE,1.0
MILDS,1.0
CHOIR,0.194
BILAT,1.0
BETTY,0.146
CULPA,0.681
DILLY,0.694
PERFS,0.7
MALIK,0.578
KONDO,0.675
SURDS,1.0
SLICE,0.216
ABLET,1.0
OMASA,1.0
HANCH,1.0
VILDE,1.0
FAYNE,1.0
TENSE,0.431
STARE,0.508
DISAS,1.0
DOWDS,1.0
BRAZA,1.0
DOOKS,1.0
VERTS,0.699
INTRO,0.084
MIRAH,1.0
KARKS,1.0
NONES,1.0
PODAL,1.0
LAIDS,1.0
DELIS,0.686
ATMAN,0.692
KARZY,1.0
DEBAR,0.89
PRION,0.668
FAVEL,1.0
DAWEN,1.0
LARNS,1.0
CHEEP,0.667
OILED,0.629
MEERS,1.0
TATTS,1.0
OICKS,1.0
HOUND,0.449
EDITS,0.216
GILLS,0.668
WICKY,1.0
ROKES,1.0
GEITS,1.0
YAFFS,1.0
XYLOL,1.0
TOPIS,1.0
BLOKE,0.63
JIBER,1.0
BRUNT,0.659
HOLLY,0.146
BLIPS,0.728
PARMO,1.0
ROWDY,0.657
AIDER,0.696
SYKER,1.0
MBIRA,1.0
FIFTH,0.062
POWER,0.004
WAIFS,0.85
THETA,0.197
NUDZH,1.0
ARKED,1.0
SURAT,0.633
FLASH,0.015
OFFED,1.0
EMPTY,0.038
FINDS,0.061
DEMOS,0.201
RIELS,1.0
FEWER,0.093
JIRGA,0.7
SCALY,0.682
PROWS,1.0
KITHE,1.0
MAMBU,1.0
PONTS,0.862
RECTO,0.691
MYSID,1.0
USHER,0.202
MOGAS,0.718
JOULE,0.685
BRACT,1.0
STOTS,1.0
PWNED,0.699
AMBOS,0.7
YAMPA,0.698
RALPH,0.082
DOZER,0.682
CANDY,0.073
EMICS,1.0
JOLLO,1.0
CARVY,1.0
AXMEN,1.0
GRITS,0.664
INLAY,0.609
CADIS,1.0
ANODE,0.63
OCULI,1.0
DERVS,1.0
KANAS,1.0
DOING,0.012
BIKER,0.283
NORTH,0.005
PURIN,1.0
PAKAY,1.0
SQUEE,0.75
TUMID,1.0
YERBA,0.666
UNLIT,0.723
FOGOS,1.0
CELLS,0.023
MAUZY,1.0
CRUCK,1.0
SALTS,0.466
PARMA,0.57
MARRA,0.692
WATTS,0.135
BAJRI,1.0
TAKAS,1.0
WIVER,1.0
HAATS,1.0
STALK,0.612
GUNAS,1.0
ALATA,1.0
BALDS,1.0
WISPY,0.698
TEILS,1.0
HABIT,0.205
GRIPE,0.653
PELES,1.0
EVITE,0.237
SOPHS,1.0
PERMY,1.0
SKEER,1.0
EMYDE,1.0
REDUX,0.608
COHEN,0.15
WOMEN,0.004
HAZAN,0.892
MERIS,0.881
STAPH,0.692
BURAN,0.884
JONES,0.025
HUTCH,0.566
YUPPY,1.0
HOSEL,1.0
GORDO,0.667
MOCHA,0.612
SUITS,0.125
MIKED,1.0
ULTRA,0.046
SIPES,0.857
PINUP,0.676
DAUBE,1.0
FILER,0.637
RECCO,1.0
OVALS,0.686
LORAL,0.694
FUROR,0.692
COUNT,0.025
HOAGY,0.826
JOIST,0.69
LEMEL,1.0
SHWAS,1.0
MELTY,1.0
MOMME,1.0
SCAUR,1.0
GYNIE,1.0
MAMBO,0.194
