Word,LFS,PLFS,RLP,HLT,MatchReduction,AvgElimination,FeedbackGreen,FeedbackYellow,FeedbackGray
LOWND,0.702,0.59,0.0,0.522,103.627,13681.333,0.067,0.093,0.84
QUAKY,0.769,0.57,0.0,0.968,30.677,13532.533,0.08,0.093,0.827
LOFTS,0.537,0.433,0.0,0.365,115.794,13859.133,0.053,0.227,0.72
HEMIN,0.589,0.602,0.0,0.053,527.99,14272.2,0.04,0.267,0.693
VODUN,0.742,0.651,0.0,0.821,162.723,13597.4,0.04,0.107,0.853
PARED,0.429,0.227,0.0,0.039,68.443,13947.533,0.08,0.32,0.6
KAWED,0.573,0.464,0.0,0.802,31.934,13353.8,0.053,0.227,0.72
GURLY,0.724,0.48,0.0,0.764,36.763,14192.733,0.027,0.173,0.8
HORAS,0.366,0.255,0.0,0.078,39.13,14275.867,0.04,0.347,0.613
GELLY,0.603,0.499,1.0,0.332,30.174,13824.0,0.027,0.173,0.8
FOYLE,0.576,0.558,0.0,0.801,32.33,14116.533,0.133,0.093,0.773
SHAWM,0.58,0.533,0.0,0.915,48.141,13831.267,0.107,0.16,0.733
FAINE,0.456,0.402,0.0,0.218,258.571,14351.8,0.24,0.16,0.6
ULCER,0.542,0.614,0.0,0.448,153.902,13484.867,0.04,0.293,0.667
PODEX,0.641,0.412,0.0,0.493,38.773,13522.0,0.067,0.147,0.787
ARIOT,0.407,0.547,0.0,0.089,822.585,14192.4,0.173,0.28,0.547
KRAYS,0.468,0.463,0.0,0.869,72.114,13444.267,0.107,0.213,0.68
TOWNY,0.716,0.529,0.0,0.699,211.571,14128.267,0.08,0.133,0.787
FRAGS,0.503,0.408,0.0,0.643,127.875,13747.533,0.12,0.227,0.653
HUMID,0.765,0.627,0.0,0.815,183.228,13983.333,0.04,0.147,0.813
MINTS,0.536,0.322,0.0,0.08,55.482,14281.333,0.04,0.293,0.667
SIFTS,0.446,0.369,1.0,0.521,143.302,13810.0,0.08,0.2,0.72
MERER,0.353,0.316,1.0,0.001,24.934,13297.467,0.04,0.187,0.773
INERM,0.497,0.73,0.0,0.039,67.116,14094.533,0.013,0.347,0.64
EXUDE,0.549,0.722,1.0,0.935,38.727,13468.8,0.107,0.067,0.827
SELVA,0.362,0.465,0.0,0.709,464.334,13271.8,0.067,0.307,0.627
ASPIS,0.291,0.543,1.0,0.396,110.01,13888.0,0.04,0.28,0.68
CINQS,0.661,0.401,0.0,0.985,61.142,14036.533,0.04,0.227,0.733
YOGIC,0.71,0.644,0.0,0.592,120.422,14166.333,0.053,0.16,0.787
AURIS,0.362,0.314,0.0,0.295,466.019,13985.733,0.067,0.347,0.587
ZESTS,0.368,0.476,1.0,0.321,46.478,13501.4,0.04,0.267,0.693
BAZOO,0.583,0.567,1.0,0.964,24.843,13314.8,0.067,0.12,0.813
AGIOS,0.381,0.453,0.0,0.501,330.808,13767.333,0.08,0.28,0.64
ROTAL,0.427,0.488,0.0,0.106,164.319,14088.8,0.053,0.36,0.587
BINAL,0.559,0.468,0.0,0.692,40.146,14116.667,0.027,0.293,0.68
SELLA,0.262,0.41,1.0,0.142,464.334,13271.8,0.067,0.307,0.627
ASTIR,0.336,0.664,0.0,0.094,348.152,14075.8,0.04,0.453,0.507
WACKE,0.589,0.555,0.0,0.596,236.578,13158.733,0.133,0.173,0.693
OWLER,0.503,0.569,0.0,0.57,36.48,13531.333,0.027,0.267,0.707
SAICK,0.485,0.379,0.0,0.4,118.112,14032.533,0.16,0.187,0.653
KYLIN,0.72,0.673,0.0,0.796,52.137,14052.467,0.04,0.147,0.813
COXAE,0.5,0.498,0.0,0.979,216.157,13602.933,0.147,0.2,0.653
ZOKOR,0.667,0.658,1.0,0.937,22.505,13259.267,0.027,0.107,0.867
VYING,0.817,0.695,0.0,0.863,85.702,13896.067,0.12,0.053,0.827
AMEER,0.272,0.501,1.0,0.112,81.652,13543.267,0.04,0.32,0.64
TAKEN,0.461,0.418,0.0,0.443,128.138,14105.667,0.067,0.347,0.587
YESTS,0.304,0.466,1.0,0.21,47.255,13799.667,0.04,0.28,0.68
HAVER,0.509,0.462,0.0,0.152,50.449,13903.267,0.053,0.333,0.613
MUGGA,0.707,0.642,1.0,0.948,22.474,13770.0,0.027,0.173,0.8
AXIOM,0.597,0.645,0.0,0.871,162.937,13864.067,0.08,0.187,0.733
PRIMI,0.635,0.565,1.0,0.381,80.275,14111.533,0.107,0.107,0.787
PIKAU,0.625,0.589,0.0,0.954,56.76,13969.933,0.027,0.24,0.733
SCOUT,0.532,0.547,0.0,0.266,133.136,14165.533,0.093,0.213,0.693
NEARS,0.241,0.341,0.0,0.076,414.554,13962.733,0.107,0.373,0.52
SOZIN,0.549,0.485,0.0,0.913,78.299,13924.8,0.08,0.173,0.747
POOLY,0.612,0.383,1.0,0.535,28.686,13502.133,0.04,0.08,0.88
ROPED,0.494,0.422,0.0,0.241,47.645,13823.267,0.067,0.24,0.693
SEZES,0.242,0.238,1.0,0.837,24.9,12865.467,0.067,0.133,0.8
LAVAS,0.373,0.38,1.0,0.504,30.837,12888.4,0.04,0.213,0.747
PILIS,0.502,0.321,1.0,0.31,38.687,13954.133,0.053,0.173,0.773
TABIS,0.432,0.355,0.0,0.431,72.831,14139.6,0.067,0.347,0.587
LAZAR,0.47,0.563,1.0,0.859,35.034,13164.133,0.04,0.227,0.733
SMOTE,0.375,0.46,0.0,0.399,197.9,14213.133,0.16,0.2,0.64
FEYLY,0.671,0.609,1.0,0.881,21.579,13609.333,0.027,0.16,0.813
JAPER,0.51,0.477,0.0,0.509,49.882,13575.267,0.053,0.32,0.627
INROS,0.408,0.487,0.0,0.433,86.412,14169.067,0.013,0.333,0.653
GRIOT,0.583,0.569,0.0,0.292,514.999,14153.733,0.147,0.2,0.653
ALURK,0.569,0.65,0.0,0.54,98.285,13421.667,0.08,0.213,0.707
DUVET,0.659,0.533,0.0,0.855,67.021,14084.667,0.093,0.187,0.72
SEPOY,0.418,0.464,0.0,0.619,38.384,13601.933,0.053,0.227,0.72
RUSTS,0.379,0.431,1.0,0.337,112.427,13886.067,0.067,0.24,0.693
CURSE,0.423,0.458,0.0,0.333,464.741,13532.2,0.187,0.187,0.627
HAHAS,0.393,0.411,1.0,0.504,16.681,13468.667,0.04,0.213,0.747
KERVE,0.506,0.519,1.0,0.365,53.953,13142.867,0.12,0.093,0.787
KYAKS,0.567,0.481,1.0,0.974,34.769,13322.867,0.08,0.147,0.773
LONGA,0.53,0.503,0.0,0.17,44.852,14021.6,0.027,0.267,0.707
DEGUM,0.667,0.662,0.0,0.734,106.571,13900.733,0.04,0.173,0.787
DAUTS,0.451,0.32,0.0,0.558,78.933,14024.0,0.093,0.28,0.627
UNGUM,0.794,0.834,1.0,0.638,32.224,13992.733,0.013,0.107,0.88
WALDS,0.509,0.363,0.0,0.509,41.531,13253.467,0.053,0.227,0.72
HOLLO,0.58,0.522,1.0,0.301,35.874,13886.467,0.053,0.067,0.88
FORTY,0.671,0.393,0.0,0.235,92.212,14190.0,0.08,0.187,0.733
HOWFS,0.684,0.491,0.0,0.957,54.414,13698.533,0.027,0.147,0.827
NAZIS,0.485,0.437,0.0,0.985,40.919,14030.467,0.067,0.28,0.653
ENLIT,0.485,0.67,0.0,0.222,263.227,14476.533,0.08,0.32,0.6
GILPY,0.752,0.55,0.0,0.896,60.195,14015.533,0.04,0.147,0.813
ODEON,0.442,0.711,1.0,0.271,50.135,13512.4,0.0,0.24,0.76
WHEAL,0.53,0.629,0.0,0.095,43.309,13856.267,0.0,0.333,0.667
FLOBS,0.599,0.48,0.0,0.886,142.465,13545.733,0.04,0.147,0.813
FORBY,0.733,0.453,0.0,0.591,31.113,14139.8,0.053,0.12,0.827
LUMEN,0.577,0.51,0.0,0.422,44.677,13843.333,0.04,0.213,0.747
OPTED,0.527,0.592,0.0,0.337,82.468,14110.333,0.013,0.307,0.68
NEEBS,0.326,0.438,1.0,0.64,27.094,13778.867,0.027,0.24,0.733
GAGED,0.544,0.415,1.0,0.387,46.644,13744.333,0.067,0.24,0.693
SULFA,0.499,0.495,0.0,0.823,182.772,13473.2,0.067,0.227,0.707
TOYON,0.579,0.584,1.0,0.38,56.807,14096.267,0.04,0.173,0.787
CLOUS,0.53,0.425,0.0,0.356,188.232,13706.133,0.053,0.187,0.76
APART,0.408,0.577,1.0,0.302,255.064,14176.067,0.16,0.2,0.64
MERDE,0.419,0.427,1.0,0.107,59.331,13734.933,0.12,0.133,0.747
SUKHS,0.535,0.428,1.0,0.987,44.01,13589.667,0.067,0.08,0.853
ABMHO,0.626,0.758,0.0,0.97,170.662,14099.933,0.067,0.173,0.76
RHEID,0.536,0.591,0.0,0.646,83.172,14349.2,0.04,0.32,0.64
BUMFS,0.722,0.473,0.0,0.975,38.929,13494.533,0.04,0.107,0.853
COGON,0.646,0.548,1.0,0.351,82.693,13977.667,0.067,0.107,0.827
LARKS,0.422,0.283,0.0,0.581,51.613,13231.133,0.053,0.293,0.653
PARKI,0.565,0.405,0.0,0.583,60.312,14052.133,0.067,0.267,0.667
ROTOS,0.373,0.352,1.0,0.179,96.414,13859.933,0.053,0.267,0.68
MOVIE,0.57,0.502,0.0,0.546,51.729,14096.267,0.133,0.12,0.747
NINES,0.374,0.262,1.0,0.023,29.933,13971.8,0.04,0.293,0.667
SAMBO,0.448,0.47,0.0,0.632,53.575,13841.667,0.107,0.173,0.72
SAINT,0.378,0.323,0.0,0.074,401.404,14425.267,0.227,0.227,0.547
FUNGO,0.756,0.596,0.0,0.622,123.188,13967.933,0.04,0.12,0.84
SNAFU,0.509,0.546,0.0,0.984,66.142,14326.667,0.107,0.2,0.693
ALKOS,0.405,0.525,0.0,0.889,91.628,13502.933,0.053,0.24,0.707
STAUN,0.426,0.514,0.0,0.328,150.639,14398.267,0.12,0.28,0.6
AGROS,0.37,0.426,0.0,0.498,156.667,13948.667,0.04,0.333,0.627
BAWKS,0.607,0.39,0.0,0.988,17.409,12860.8,0.053,0.173,0.773
TAKHI,0.614,0.606,0.0,0.837,174.067,14396.267,0.067,0.293,0.64
SNELL,0.384,0.532,1.0,0.438,63.314,13700.933,0.04,0.253,0.707
BANKS,0.528,0.272,0.0,0.687,21.432,13574.333,0.053,0.227,0.72
INLET,0.485,0.571,0.0,0.177,208.657,14401.0,0.08,0.32,0.6
RUMEN,0.546,0.49,0.0,0.425,60.196,14028.333,0.067,0.24,0.693
SHAPE,0.367,0.438,0.0,0.425,221.351,14262.333,0.213,0.187,0.6
PESKY,0.534,0.521,0.0,0.844,21.239,13334.467,0.027,0.213,0.76
BACCO,0.624,0.552,1.0,0.557,78.651,13660.067,0.093,0.147,0.76
WARST,0.445,0.468,0.0,0.142,567.174,13932.333,0.147,0.267,0.587
DUKES,0.506,0.362,0.0,0.782,25.743,13219.4,0.04,0.213,0.747
TYPPS,0.636,0.573,1.0,0.899,371.646,13838.8,0.04,0.187,0.773
JAUKS,0.597,0.418,0.0,0.972,21.092,13009.933,0.053,0.187,0.76
NAPOH,0.571,0.597,0.0,0.961,1084.934,14140.667,0.08,0.213,0.707
NITON,0.571,0.624,1.0,0.039,158.138,14287.4,0.027,0.253,0.72
KHULA,0.66,0.684,0.0,0.921,159.837,13621.867,0.013,0.227,0.76
PRESE,0.265,0.516,1.0,0.018,244.69,13922.4,0.187,0.133,0.68
TRANQ,0.607,0.548,0.0,0.7,189.893,14153.8,0.16,0.227,0.613
GAZES,0.436,0.294,0.0,0.851,39.989,13617.0,0.053,0.307,0.64
MAJOS,0.498,0.412,0.0,0.905,16.727,13478.333,0.04,0.227,0.733
TUISM,0.554,0.564,0.0,0.699,128.429,14465.133,0.12,0.187,0.693
BACCA,0.559,0.535,1.0,0.611,67.472,13125.4,0.08,0.12,0.8
LASSO,0.219,0.566,1.0,0.218,112.526,13554.667,0.093,0.2,0.707
ASKEW,0.419,0.636,0.0,0.691,74.738,13226.0,0.04,0.293,0.667
ANIGH,0.618,0.638,0.0,0.359,331.011,14311.267,0.107,0.227,0.667
HEAPS,0.367,0.361,0.0,0.382,136.403,14212.133,0.093,0.307,0.6
SAGES,0.208,0.138,1.0,0.211,88.785,13675.6,0.107,0.253,0.64
BRISE,0.388,0.506,0.0,0.251,511.142,14130.0,0.24,0.147,0.613
KAIMS,0.479,0.343,0.0,0.846,45.533,13893.267,0.093,0.213,0.693
TIKES,0.425,0.327,0.0,0.427,58.521,13866.333,0.04,0.347,0.613
BULGE,0.651,0.517,0.0,0.859,105.152,13848.067,0.133,0.093,0.773
GEMMA,0.537,0.619,1.0,0.46,36.701,13901.333,0.027,0.267,0.707
TAFIA,0.459,0.541,1.0,0.607,149.143,13902.733,0.067,0.267,0.667
ANNAT,0.414,0.563,1.0,0.709,92.012,14234.6,0.08,0.213,0.707
CASKS,0.386,0.349,1.0,0.717,40.94,13001.133,0.067,0.2,0.733
TAXOL,0.574,0.583,0.0,0.955,98.27,13928.467,0.053,0.267,0.68
NITTY,0.657,0.565,1.0,0.38,63.686,14220.8,0.053,0.2,0.747
MITER,0.49,0.426,0.0,0.037,71.887,14209.933,0.027,0.387,0.587
RIQQS,0.69,0.583,1.0,1.0,71.952,13710.933,0.04,0.213,0.747
CECUM,0.67,0.628,1.0,0.546,54.406,13558.0,0.04,0.173,0.787
AVANT,0.504,0.585,1.0,0.276,129.695,14334.933,0.187,0.107,0.707
SMURS,0.422,0.411,1.0,0.678,64.308,13674.067,0.067,0.147,0.787
STRAY,0.403,0.409,0.0,0.207,272.958,13907.667,0.067,0.36,0.573
YESTY,0.469,0.595,1.0,0.3,47.255,13799.667,0.04,0.28,0.68
BOYLY,0.725,0.525,1.0,0.924,29.077,13443.267,0.04,0.067,0.893
SKATE,0.332,0.429,0.0,0.62,900.952,13681.267,0.227,0.213,0.56
RANGY,0.593,0.433,0.0,0.336,78.699,14100.067,0.067,0.253,0.68
DOSED,0.396,0.402,1.0,0.251,23.222,13196.333,0.053,0.213,0.733
EDIFY,0.639,0.691,0.0,0.723,92.763,13938.6,0.053,0.2,0.747
GRIDE,0.541,0.547,0.0,0.371,237.301,14022.467,0.187,0.16,0.653
BURDS,0.595,0.337,0.0,0.623,54.969,13534.067,0.04,0.2,0.76
AGONE,0.407,0.577,0.0,0.273,244.194,14311.667,0.16,0.213,0.627
COXAL,0.623,0.553,0.0,0.839,43.681,13582.733,0.053,0.213,0.733
DJINN,0.767,0.642,1.0,0.968,178.604,13779.267,0.107,0.053,0.84
FADGE,0.565,0.536,0.0,0.772,134.357,13887.667,0.16,0.16,0.68
ABELE,0.322,0.594,1.0,0.297,89.075,13485.533,0.12,0.187,0.693
SKAIL,0.433,0.484,0.0,0.851,97.104,13986.4,0.12,0.213,0.667
APEEK,0.37,0.518,1.0,0.752,53.89,13651.733,0.04,0.24,0.72
TOONS,0.414,0.282,1.0,0.11,210.929,14057.733,0.08,0.2,0.72
SPAES,0.188,0.181,1.0,0.68,661.595,13677.133,0.12,0.24,0.64
PAYOR,0.516,0.529,0.0,0.314,44.869,13824.867,0.053,0.253,0.693
LEGIT,0.54,0.605,0.0,0.383,652.795,14180.467,0.093,0.28,0.627
GAPES,0.371,0.256,0.0,0.359,42.844,14113.267,0.053,0.333,0.613
TAKIN,0.564,0.535,0.0,0.433,67.707,14278.333,0.067,0.307,0.627
CUITS,0.56,0.329,0.0,0.574,127.314,14285.067,0.12,0.227,0.653
AISLE,0.242,0.539,0.0,0.414,1082.795,14130.4,0.133,0.32,0.547
AMICI,0.561,0.656,1.0,0.441,109.689,14152.933,0.107,0.173,0.72
CEROC,0.516,0.476,1.0,0.14,206.439,13432.6,0.053,0.253,0.693
WARMS,0.489,0.316,0.0,0.567,34.403,13317.933,0.053,0.267,0.68
SOLDI,0.464,0.417,0.0,0.436,172.726,13776.667,0.08,0.187,0.733
SPAWS,0.401,0.37,1.0,0.829,39.117,13483.333,0.107,0.133,0.76
NAANS,0.293,0.274,1.0,0.892,45.321,13793.333,0.16,0.107,0.733
DOLOR,0.524,0.491,1.0,0.269,42.643,13706.733,0.053,0.147,0.8
ARNAS,0.252,0.353,1.0,0.772,183.967,13887.733,0.067,0.293,0.64
IMAGE,0.471,0.644,0.0,0.429,207.721,14356.933,0.16,0.213,0.627
MOULY,0.689,0.457,0.0,0.45,41.253,13603.467,0.04,0.093,0.867
AXELS,0.378,0.477,0.0,0.938,101.518,13391.067,0.027,0.347,0.627
CODEC,0.583,0.429,1.0,0.227,58.482,13496.067,0.08,0.16,0.76
FAFFY,0.806,0.602,1.0,0.948,14.503,13211.933,0.053,0.107,0.84
SLOPY,0.541,0.473,0.0,0.864,77.885,13639.4,0.08,0.12,0.8
PEPPY,0.674,0.557,1.0,0.836,26.821,13273.733,0.04,0.12,0.84
LAARI,0.34,0.443,1.0,0.486,116.151,14063.467,0.12,0.227,0.653
OLIGO,0.564,0.667,1.0,0.508,195.367,13852.4,0.093,0.093,0.813
PRIOR,0.53,0.518,1.0,0.075,564.592,14163.467,0.107,0.133,0.76
LUPUS,0.6,0.522,1.0,0.787,29.675,13378.667,0.013,0.16,0.827
CHARE,0.461,0.494,0.0,0.039,1801.858,14002.533,0.2,0.24,0.56
RINDY,0.656,0.509,0.0,0.226,95.786,14240.6,0.04,0.227,0.733
PROTO,0.536,0.521,1.0,0.128,166.074,14280.333,0.093,0.173,0.733
HAICK,0.663,0.515,0.0,0.359,118.814,14433.533,0.12,0.187,0.693
LEASH,0.322,0.52,0.0,0.147,466.522,14069.667,0.147,0.267,0.587
XYSTS,0.543,0.604,1.0,0.842,34.766,13760.467,0.04,0.16,0.8
MUFTI,0.758,0.654,0.0,0.836,140.906,14288.733,0.04,0.2,0.76
DANDY,0.63,0.435,1.0,0.356,48.435,13561.4,0.053,0.173,0.773
OXTER,0.532,0.612,0.0,0.667,59.29,13800.133,0.013,0.347,0.64
FRIES,0.408,0.276,0.0,0.204,224.982,13935.2,0.12,0.267,0.613
HYLIC,0.754,0.683,0.0,0.804,100.604,14404.533,0.04,0.187,0.773
MUSSE,0.33,0.568,1.0,0.409,88.887,13637.333,0.147,0.093,0.76
ADVTS,0.523,0.565,0.0,0.966,77.822,13868.2,0.053,0.293,0.653
MUSTA,0.462,0.572,0.0,0.323,57.609,14046.267,0.04,0.32,0.64
FARAD,0.481,0.381,1.0,0.295,32.352,13633.333,0.067,0.2,0.733
ONTAL,0.468,0.693,0.0,0.017,94.209,14286.133,0.0,0.373,0.627
ABOVE,0.497,0.632,0.0,0.588,69.388,13836.6,0.12,0.187,0.693
PUNTO,0.654,0.494,0.0,0.299,386.203,14397.133,0.067,0.187,0.747
NICAD,0.58,0.612,0.0,0.276,90.432,14227.8,0.027,0.32,0.653
COIRS,0.449,0.269,0.0,0.521,193.218,14017.467,0.12,0.227,0.653
KNOSP,0.573,0.703,0.0,0.757,116.253,13721.667,0.04,0.16,0.8
MIROS,0.444,0.304,0.0,0.441,56.06,14205.467,0.027,0.28,0.693
SAMFU,0.545,0.491,0.0,0.889,44.677,13786.867,0.093,0.173,0.733
DOGGO,0.684,0.608,1.0,0.897,151.638,13365.867,0.067,0.027,0.907
OILER,0.393,0.463,0.0,0.25,60.391,14073.067,0.04,0.333,0.627
MOWIE,0.56,0.498,0.0,0.482,51.729,14096.267,0.133,0.12,0.747
MIRZA,0.608,0.517,0.0,0.982,40.965,14006.933,0.027,0.293,0.68
FECAL,0.517,0.587,0.0,0.245,161.089,13640.533,0.027,0.333,0.64
ROUET,0.445,0.378,0.0,0.287,257.483,14215.733,0.133,0.253,0.613
YIKES,0.468,0.408,0.0,0.793,22.629,13745.6,0.027,0.267,0.707
JORTS,0.536,0.314,0.0,0.411,76.451,13847.0,0.067,0.253,0.68
DENAY,0.472,0.436,0.0,0.718,72.375,13956.4,0.027,0.32,0.653
FULLA,0.618,0.569,1.0,0.569,34.873,13356.933,0.04,0.173,0.787
LIART,0.455,0.505,0.0,0.193,487.102,14252.6,0.147,0.307,0.547
SOJUS,0.475,0.373,1.0,0.884,21.743,13238.6,0.067,0.08,0.853
AJUPA,0.581,0.707,1.0,0.955,44.894,13532.267,0.053,0.133,0.813
YUMPS,0.663,0.552,0.0,0.962,65.876,13319.867,0.04,0.12,0.84
LIMOS,0.475,0.456,0.0,0.443,39.319,14067.733,0.027,0.227,0.747
GAPED,0.525,0.415,0.0,0.438,46.868,14208.2,0.053,0.28,0.667
MIGGS,0.652,0.466,1.0,0.898,42.944,13690.533,0.027,0.173,0.8
HAINT,0.556,0.459,0.0,0.055,273.646,14669.067,0.187,0.227,0.587
MICOS,0.527,0.433,0.0,0.285,39.76,14172.333,0.013,0.253,0.733
WEIDS,0.478,0.395,0.0,0.636,63.236,13681.533,0.067,0.24,0.693
RORID,0.52,0.404,1.0,0.123,186.522,13872.133,0.08,0.16,0.76
LOGOS,0.466,0.417,1.0,0.666,28.776,13523.867,0.04,0.147,0.813
MOPEY,0.582,0.373,0.0,0.619,91.373,13406.733,0.04,0.173,0.787
AXLED,0.532,0.509,0.0,0.945,133.932,13588.467,0.053,0.267,0.68
PROVE,0.559,0.532,0.0,0.314,77.574,13811.4,0.147,0.133,0.72
LAPJE,0.541,0.579,0.0,0.981,89.695,13773.733,0.133,0.187,0.68
RAMPS,0.445,0.383,0.0,0.639,85.63,13611.4,0.093,0.253,0.653
OXLIP,0.709,0.721,0.0,0.982,116.019,13952.2,0.027,0.16,0.813
PETAL,0.428,0.49,0.0,0.139,212.663,14083.133,0.027,0.4,0.573
APHIS,0.47,0.573,0.0,0.488,126.746,14202.067,0.04,0.32,0.64
FAUCH,0.729,0.557,0.0,0.721,192.658,14013.067,0.12,0.147,0.733
GOODS,0.501,0.332,1.0,0.71,54.22,13344.667,0.027,0.147,0.827
CHIAO,0.547,0.54,0.0,0.772,197.679,14494.8,0.093,0.253,0.653
LAZED,0.526,0.461,0.0,0.823,58.759,13552.733,0.053,0.267,0.68
OPAHS,0.442,0.517,0.0,0.904,58.761,14407.333,0.08,0.24,0.68
TITCH,0.712,0.612,1.0,0.247,318.312,14459.267,0.08,0.2,0.72
LENTO,0.458,0.518,0.0,0.016,229.486,14354.6,0.053,0.307,0.64
CAHOW,0.656,0.594,0.0,0.66,45.552,14218.2,0.067,0.2,0.733
HUTIA,0.575,0.604,0.0,0.563,164.534,14432.6,0.027,0.36,0.613
MOCHI,0.705,0.598,0.0,0.422,108.02,14416.867,0.04,0.187,0.773
ATLAS,0.275,0.431,1.0,0.302,719.092,13792.8,0.053,0.307,0.64
JOLTS,0.567,0.369,0.0,0.724,98.953,13767.733,0.067,0.2,0.733
PRATS,0.401,0.306,0.0,0.122,263.161,14015.267,0.147,0.293,0.56
OMEES,0.249,0.397,1.0,0.085,14.818,13369.8,0.013,0.24,0.747
NIPAS,0.42,0.458,0.0,0.483,183.342,14081.0,0.027,0.347,0.627
DANIO,0.481,0.443,0.0,0.141,1358.702,13890.333,0.08,0.253,0.667
DHOTI,0.645,0.605,0.0,0.475,153.355,14412.8,0.04,0.253,0.707
VENTS,0.487,0.382,0.0,0.063,54.86,14089.467,0.04,0.32,0.64
ALLEL,0.381,0.472,1.0,0.094,146.086,13403.333,0.08,0.213,0.707
LOURE,0.442,0.491,0.0,0.076,89.96,13816.8,0.147,0.173,0.68
ERSES,0.101,0.395,1.0,0.015,56.051,13138.867,0.053,0.24,0.707
DUMKA,0.681,0.639,0.0,0.988,64.82,13489.0,0.04,0.16,0.8
SALOP,0.382,0.385,0.0,0.262,114.967,13781.0,0.093,0.227,0.68
ZANTE,0.503,0.46,0.0,0.279,258.335,14143.867,0.16,0.253,0.587
DOUMA,0.565,0.546,0.0,0.406,272.348,13637.333,0.053,0.187,0.76
AGUSH,0.538,0.713,0.0,0.644,266.437,14065.933,0.107,0.2,0.693
GIRSH,0.57,0.535,0.0,0.554,700.486,14383.933,0.093,0.227,0.68
SCYES,0.353,0.349,1.0,0.693,50.977,13452.667,0.053,0.213,0.733
APISM,0.456,0.65,0.0,0.669,336.15,14185.4,0.12,0.213,0.667
CEAZE,0.419,0.453,1.0,0.819,796.215,13163.667,0.2,0.107,0.693
DICTA,0.573,0.602,0.0,0.192,275.102,14108.133,0.053,0.347,0.6
MIFFS,0.694,0.517,1.0,0.893,45.142,13613.333,0.013,0.173,0.813
BLADY,0.65,0.508,0.0,0.718,61.38,13825.0,0.107,0.12,0.773
FEEBS,0.401,0.416,1.0,0.775,22.816,13317.733,0.027,0.2,0.773
TYIYN,0.701,0.663,1.0,0.993,246.89,14302.933,0.08,0.173,0.747
AREAR,0.206,0.536,1.0,0.008,131.544,13255.6,0.067,0.28,0.653
RUOTE,0.445,0.478,0.0,0.776,336.485,14219.4,0.16,0.227,0.613
CHEWY,0.74,0.612,0.0,0.657,48.933,13873.2,0.027,0.2,0.773
BONKS,0.592,0.292,0.0,0.687,23.921,13497.2,0.04,0.147,0.813
STOGS,0.398,0.38,1.0,0.44,72.474,13779.667,0.053,0.2,0.747
FUZIL,0.82,0.689,0.0,0.986,51.709,13641.8,0.04,0.12,0.84
SUHUR,0.583,0.604,1.0,0.942,66.083,13989.2,0.053,0.187,0.76
OXEYE,0.484,0.718,1.0,0.981,21.345,13576.267,0.093,0.08,0.827
SWAMP,0.565,0.544,0.0,0.711,48.676,13544.733,0.107,0.147,0.747
PROYN,0.638,0.588,0.0,0.828,204.099,13831.733,0.053,0.173,0.773
COPED,0.576,0.401,0.0,0.223,55.922,13844.333,0.067,0.2,0.733
GRAPE,0.459,0.525,0.0,0.495,219.778,14274.4,0.213,0.187,0.6
TICHY,0.756,0.614,0.0,0.429,205.205,14440.533,0.04,0.253,0.707
AARTI,0.343,0.399,1.0,0.428,207.136,14032.533,0.107,0.307,0.587
RUDAS,0.418,0.43,0.0,0.675,237.951,13599.267,0.053,0.307,0.64
INBYE,0.594,0.803,0.0,0.734,47.308,14274.0,0.093,0.187,0.72
MOPSY,0.587,0.527,0.0,0.84,116.461,13578.8,0.067,0.107,0.827
TASCA,0.327,0.528,1.0,0.258,390.491,13562.0,0.08,0.293,0.627
AMIGA,0.482,0.63,1.0,0.6,76.209,13912.0,0.08,0.173,0.747
GLAND,0.613,0.55,0.0,0.27,384.976,14350.467,0.133,0.147,0.72
BEEPS,0.361,0.359,1.0,0.645,23.841,13512.267,0.04,0.2,0.76
METIS,0.402,0.358,0.0,0.044,51.555,14224.333,0.027,0.373,0.6
BOGEY,0.62,0.367,0.0,0.731,25.707,13913.867,0.067,0.147,0.787
GLATT,0.573,0.541,1.0,0.488,357.69,14095.333,0.173,0.133,0.693
NUTTY,0.706,0.582,1.0,0.687,51.978,14329.333,0.053,0.147,0.8
DEARN,0.395,0.481,0.0,0.178,397.233,13982.267,0.107,0.32,0.573
RANSE,0.241,0.415,0.0,0.047,838.305,14068.333,0.2,0.28,0.52
AURAL,0.389,0.468,1.0,0.284,108.18,13388.733,0.053,0.24,0.707
SLEEK,0.319,0.383,1.0,0.77,161.807,13024.6,0.08,0.16,0.76
ACTON,0.52,0.68,0.0,0.07,179.707,14275.067,0.027,0.36,0.613
TALEA,0.271,0.312,1.0,0.055,621.435,13736.533,0.08,0.32,0.6
OVINE,0.535,0.633,0.0,0.198,286.412,14095.0,0.187,0.107,0.707
SAIST,0.249,0.346,1.0,0.144,599.977,14236.4,0.227,0.173,0.6
RIVET,0.544,0.508,0.0,0.232,284.469,13954.533,0.107,0.293,0.6
LEAPT,0.428,0.513,0.0,0.439,583.04,14244.0,0.147,0.28,0.573
WIPER,0.576,0.533,0.0,0.357,40.255,13979.6,0.027,0.293,0.68
ALUMS,0.46,0.493,0.0,0.696,135.996,13444.733,0.067,0.227,0.707
SKIMO,0.543,0.562,0.0,0.829,75.393,13920.467,0.107,0.107,0.787
SKIMP,0.636,0.578,0.0,0.857,56.647,13857.533,0.093,0.107,0.8
